lemma	pos	count
paniurnėti	V	43
Papaurėlienė	Ns	43
papuošaliukas	N	43
Paragytė	Ns	43
paraidinis	A	43
parazitiškai	R	43
paršiavimasis	N	43
pašaudymas	N	43
paseilinti	V	43
pasibėgiojimas	N	43
pasižodžiavimas	N	43
patogenezinis	A	43
patosiškas	A	43
pauzelė	N	43
Pečiukaitytė	Ns	43
Pėdžiai	Ng	43
peilinis	A	43
Pempienė	Ns	43
perkeliauti	V	43
persidislokuoti	V	43
persikeitimas	N	43
persikirsti	V	43
persimetėlis	N	43
persiskolinti	V	43
peštukė	N	43
Petrevičienė	Ns	43
pietautojas	N	43
Pikturnaitė	Ns	43
piupitras	N	43
planktoninis	A	43
pliauškinti	V	43
Plukaitė	Ns	43
pomorai	N	43
poškėjimas	N	43
povakaris	N	43
Povilavičiūtė	Ns	43
PPMO	Y	43
pradraskyti	V	43
pradžiamokslė	N	43
Pranckėnaitė	Ns	43
prasilošimas	N	43
prašinėjimas	N	43
preliminariškas	A	43
Premeneckas	Ns	43
priapizmas	N	43
pridenginėti	V	43
pridūrimas	N	43
prielankiai	R	43
Prieskienienė	Ns	43
prispaudėjas	N	43
prišvartavimas	N	43
progailis	N	43
propilacetatas	N	43
Puchovičius	Ns	43
Pulkienė	Ns	43
Puplauskienė	Ns	43
pusmilijonis	N	43
Putelienė	Ns	43
putrescinas	N	43
radiochirurgija	N	43
radioembolizacija	N	43
radiofoninis	A	43
Rančelis	Ns	43
Raščiūnai	Ng	43
raudonsparnis	A	43
Rauličkis	Ns	43
realizatorius	N	43
rektoriauti	V	43
Ribakovienė	Ns	43
Rilienė	Ns	43
Rygertas	Ns	43
romyti	V	43
Rumbinaitė	Ns	43
Rušinskienė	Ns	43
Rūškys	Ns	43
Rževuskis	Ns	43
sabotažininkas	N	43
Šadžiuvienė	Ns	43
Sagaitis	Ns	43
Sakutėliai	Ng	43
Saldžiūnienė	Ns	43
Šalomskienė	Ns	43
Šaltmerienė	Ns	43
Sapiegienė	Ns	43
Šareika	Ns	43
Šarkanienė	Ns	43
sartė	N	43
savybingas	A	43
Savukienė	Ns	43
Ščiglienė	Ns	43
sėdmeninis	A	43
Sėjūnaitė	Ns	43
Sekevičius	Ns	43
sėmimas	N	43
serogrupė	N	43
šerpė	N	43
silpnadvasiškumas	N	43
Šimoliūnaitė	Ns	43
Simuntytė	Ns	43
Šinkonienė	Ns	43
sintoizmas	N	43
Šiukščiuvienė	Ns	43
šiurpumas	N	43
skaisčiaveidis	A	43
skaudinimas	N	43
Skavičienė	Ns	43
Skebaitė	Ns	43
Skeivytė	Ns	43
Skipskienė	Ns	43
Skripkus	Ns	43
Skupeika	Ns	43
skurdėti	V	43
Skusėnas	Ns	43
Slavickaitė	Ns	43
šlavinėti	V	43
Šlepečiai	Ng	43
Šličienė	Ns	43
Šliumba	Ns	43
Slivinskienė	Ns	43
Smakauskas	Ns	43
Smalėnai	Ng	43
Šmelingas	Ns	43
smolenskietis	N	43
snarglinas	A	43
sniaukroti	V	43
Sodai	Ng	43
Sodienė	Ns	43
šoferėlis	N	43
somatotropinis	A	43
Sorius	Ns	43
spanguolinis	A	43
spardytojas	N	43
Sparnauskas	Ns	43
spaustuvėlė	N	43
spektrograma	N	43
standėti	V	43
Staniūtė	Ns	43
statuma	N	43
Stavaris	Ns	43
stiklasparnis	N	43
Stirbiai	Ng	43
stoiškumas	N	43
Štombergienė	Ns	43
stovyklinis	A	43
Straukienė	Ns	43
Strumilaitė	Ns	43
Stuglis	Ns	43
Stunžėnienė	Ns	43
Stupuraitė	Ns	43
subarktinis	A	43
sukonstravimas	N	43
sumirkčioti	V	43
superspiečius	N	43
suraginti	V	43
suretinti	V	43
susivalgyti	V	43
Suslavičienė	Ns	43
Svaldenis	Ns	43
Švelniūtė	Ns	43
Šventoraitienė	Ns	43
Svidleris	Ns	43
Svirplienė	Ns	43
Tartilienė	Ns	43
tebepatirti	V	43
tebeplaukioti	V	43
tebereikšti	V	43
tebesišypsoti	V	43
tebetekėti	V	43
tebevilioti	V	43
Teikmanis	Ns	43
telekinezė	N	43
Tenenienė	Ns	43
tepadidėti	V	43
tepaliesti	V	43
teprasmegti	V	43
Tercijonas	Ns	43
Terminienė	Ns	43
termininis	A	43
Tikniuvienė	Ns	43
tilindžiavimas	N	43
Tilka	Ng	43
Tolušis	Ns	43
Trakumas	Ns	43
trichofitija	N	43
tridantis	N	43
trombolizinis	A	43
Tubelytė	Ns	43
Tuskienė	Ns	43
ūmumas	N	43
Undžys	Ns	43
unikodas	N	43
urmininkas	N	43
usnynė	N	43
užausis	N	43
Užlys	Ns	43
užpelkėjimas	N	43
užrašinėtojas	N	43
užsidėjimas	N	43
užsikvatoti	V	43
užtepimas	N	43
Vakarčiukas	Ns	43
Valiunas	Ns	43
Valotka	Ns	43
Varapickas	Ns	43
Vartburgas	Ns	43
Vasilkevičiūtė	Ns	43
veigelė	N	43
Velaikis	Ns	43
Verkulienė	Ns	43
vertintis	V	43
vienanavis	A	43
vieškeliukas	N	43
Viskontis	Ns	43
vitražininkas	N	43
Vyšniava	Ng	43
voliukas	N	43
Zamalytė	Ns	43
Zamara	Ns	43
Zapolskienė	Ns	43
zarasietis	N	43
Zdanevičiūtė	Ns	43
žemaitukė	N	43
Židžiūnienė	Ns	43
žiedsostis	N	43
žiemgališkas	A	43
Žilinskytė	Ns	43
žiotelė	N	43
žiuželiniai	N	43
Žmuida	Ns	43
žvilgtelėjimas	N	43
Žvironaitė	Ns	43
Abelkienė	Ns	42
abordažas	N	42
adeninas	N	42
ADIC	Y	42
adymas	N	42
agromelioracinis	A	42
Aidulis	Ns	42
Akranglis	Ns	42
Aksinavičius	Ns	42
Aleksynaitė	Ns	42
Aleksonienė	Ns	42
alsinti	V	42
alternatyvumas	N	42
ambroksolis	N	42
Ambrulevičiūtė	Ns	42
anastrozolas	N	42
ankstybas	A	42
antgamtis	N	42
anuliuotis	V	42
aplaistymas	N	42
apsukui	S	42
apsukui	R	42
apžvalgyti	V	42
Asauskienė	Ns	42
atatampa	N	42
atitiesinti	V	42
atsimokyti	V	42
atsismaukti	V	42
atskalūnė	N	42
Aukščiūnas	Ns	42
Avižliai	Ng	42
Bakševičius	Ns	42
Bakstys	Ns	42
Balakauskienė	Ns	42
Baluošykštis	Ng	42
Barusaitė	Ns	42
barzdaplaukis	N	42
Barzdenienė	Ns	42
beįžiūrėti	V	42
besikilnoti	V	42
besisavinti	V	42
bifazinis	A	42
Bizieriai	Ng	42
Blockis	Ns	42
blondinukė	N	42
Braškus	Ns	42
Brazdžiūtė	Ns	42
Brazdžiuvienė	Ns	42
Budenbrokas	Ns	42
būgnijimas	N	42
Bukšnaitis	Ns	42
Bumblauskis	Ns	42
Butvilė	Nf	42
Buziliauskaitė	Ns	42
ceftazidimas	N	42
Čegys	Ns	42
Cekanauskas	Ns	42
centurija	N	42
Četkauskienė	Ns	42
chalatukas	N	42
chuliganiškumas	N	42
Čičelytė	Ns	42
Cikanaitė	Ns	42
ciksėti	V	42
čiuožtelėti	V	42
dalgininkas	N	42
Dalinkevičiūtė	Ns	42
Darienė	Ns	42
daugiaženklis	A	42
Daugnoras	Ns	42
debesynas	N	42
deblokuoti	V	42
Deniras	Ns	42
dešimttūkstantas	M	42
Dunajevas	Ns	42
dvariškė	N	42
Dvilevičius	Ns	42
Džiaugytė	Ns	42
Dzikienė	Ns	42
dzingsėti	V	42
dzingtelti	V	42
Džiugytė	Ns	42
Ečmiadzinas	Ng	42
Eidikienė	Ns	42
eišiškietis	N	42
ekstralingvistinis	A	42
ekstrasistolija	N	42
elnininkystė	N	42
enciklopedininkas	N	42
epizodėlis	N	42
Ernestina	Nf	42
Erzvėtas	Ng	42
farmakopėjinis	A	42
filos.	Y	42
Gabinaitis	Ns	42
gailestauti	V	42
Galinaitienė	Ns	42
galuoti	V	42
galvanometras	N	42
gargždietis	N	42
garsingas	A	42
Geibonys	Ng	42
Gelusevičienė	Ns	42
genėtuvas	N	42
geodinamika	N	42
geradarybė	N	42
Gerdvilaitė	Ns	42
gliuteninas	N	42
glustelėti	V	42
Govedaitė	Ns	42
graižažiedis	A	42
gramatinti	V	42
grazioso	R	42
gražybė	N	42
gręžskylė	N	42
Grigėnienė	Ns	42
Gryva	Ng	42
Grobovas	Ns	42
Gumbaras	Ns	42
heroika	N	42
herostratas	N	42
hiperkeratozė	N	42
hipokalcemija	N	42
humusingumas	N	42
Ibelgauptas	Ns	42
ideograma	N	42
idiosinkrazija	N	42
ietininkė	N	42
Igariai	Ng	42
ikriukas	N	42
ilsėjimasis	N	42
Impolienė	Ns	42
Indrelė	Ns	42
infografikas	N	42
intonaciškai	R	42
įranginis	A	42
įranta	N	42
išeiviškas	A	42
išguldymas	N	42
iškopinėti	V	42
išlinksniuoti	V	42
iššaldyti	V	42
išsipakuoti	V	42
išsiteirauti	V	42
išskaidrinimas	N	42
ištirpdymas	N	42
įteikėjas	N	42
įvairiašakis	A	42
įžambinis	A	42
Jacinkevičius	Ns	42
Jakaičiai	Ng	42
Jakumaitis	Ns	42
Jalianiauskienė	Ns	42
Jančaitis	Ns	42
Jaronis	Ns	42
Jasinevičiūtė	Ns	42
Jastrumskienė	Ns	42
Jaugielavičienė	Ns	42
Jaunsudrabinis	Ns	42
Jazgevičius	Ns	42
Jazilionytė	Ns	42
Jenkus	Ns	42
jonizuotis	V	42
Jovaišiškė	Ng	42
JTAP	Y	42
Juodgiris	Ng	42
Jurešienė	Ns	42
Juzeliūnaitė	Ns	42
kadruoti	V	42
kahoras	N	42
kailininkystė	N	42
Kalantienė	Ns	42
Kalninienė	Ns	42
kalvarijiškis	N	42
kanapėtas	A	42
Kaniavėlė	Ng	42
Kardokai	Ng	42
Kargaudas	Ns	42
karštėti	V	42
Kasarauskas	Ns	42
Kašauskienė	Ns	42
katekizacija	N	42
kėdelė	N	42
Kerinas	Ns	42
kiekybiškas	A	42
Kiemionys	Ng	42
Kildišienė	Ns	42
kinkytis	V	42
Klausa	Ns	42
Klemanskienė	Ns	42
Klenickis	Ns	42
Kliknienė	Ns	42
Klingienė	Ns	42
klopidogrelis	N	42
klūpėjimas	N	42
knebinėtis	V	42
koaguliantas	N	42
kočiojimas	N	42
komersantė	N	42
kompiliacinis	A	42
kompiuterizuotis	V	42
kompleksiukas	N	42
koncesininkė	N	42
kondensatorinis	A	42
Kondratenka	Ns	42
kopalas	N	42
kosčiojimas	N	42
krapštymasis	N	42
kriaukšlelė	N	42
Kriaunelis	Ng	42
Kriauzienė	Ns	42
krimst	O	42
Kryžiūtė	Ns	42
Krušinys	Ns	42
Krušnienė	Ns	42
Kšanys	Ns	42
Kubilickienė	Ns	42
Kukienė	Ns	42
kūlvirsčia	R	42
kupažas	N	42
laivuoti	V	42
Lakinskai	Ng	42
Lapišė	Ng	42
Laufen	Np	42
Lauja	Ng	42
lendrūnas	N	42
Lesčius	Ns	42
leukonija	N	42
Liepelė	Nf	42
linksmėti	V	42
Liogienė	Ns	42
Lisevičienė	Ns	42
liūliavimas	N	42
lyžtelėjimas	N	42
Luknas	Ng	42
Mačiūnaitė	Ns	42
Maliukevičienė	Ns	42
Malūnavičius	Ns	42
Mandeika	Ns	42
Manelytė	Ns	42
Marchertienė	Ns	42
Mareckas	Ns	42
marksistiškai	R	42
Matačiūnas	Ns	42
Mauručaitienė	Ns	42
mediantė	N	42
menkybė	N	42
metabisulfitas	N	42
metodizmas	N	42
metoklopramidas	N	42
Mielaičiai	Ng	42
Miniauskienė	Ns	42
miorelaksantas	N	42
mirabelė	N	42
Molnikas	Ns	42
Morkavas	Ng	42
Mortelė	Nf	42
Motiekaitienė	Ns	42
Musteniai	Ng	42
Nagulevičienė	Ns	42
Narkeliūnaitė	Ns	42
nebaiminti	V	42
nebeapleisti	V	42
nebeatsakingas	A	42
nebedingti	V	42
nebeišnykti	V	42
nebepaslėpti	V	42
nebeperduoti	V	42
nebeprarasti	V	42
neberaginti	V	42
nebereklamuoti	V	42
nebesklisti	V	42
nebestumti	V	42
nebevertėti	V	42
negaišimas	N	42
neišberti	V	42
neįsegti	V	42
neįskrieti	V	42
neįspauduoti	V	42
neišsyk	R	42
neišstovėti	V	42
nekapstyti	V	42
nekirbėti	V	42
nekonstruoti	V	42
nenarplioti	V	42
nenugramzdinti	V	42
nenukrapštyti	V	42
nenuminti	V	42
nenupilti	V	42
nenuplikyti	V	42
nenupulti	V	42
nenusigauti	V	42
nenusitverti	V	42
neorenesansas	N	42
nepaauksuoti	V	42
nepajuosti	V	42
nepaskersti	V	42
neplikti	V	42
nepraskleisti	V	42
nepraslinkti	V	42
neprivatizavimas	N	42
neratifikavimas	N	42
nesantykiuoti	V	42
nesegėjimas	N	42
nesiboksuoti	V	42
nesikaitinti	V	42
nesikivirčyti	V	42
nesimaskuoti	V	42
nesugrūsti	V	42
nesukurpti	V	42
nešuoliuoti	V	42
netaktiškumas	N	42
netoliaregiškai	R	42
netradiciškumas	N	42
netrūkčioti	V	42
neužakti	V	42
neuždegiminis	A	42
neužlenkti	V	42
neužsilenkti	V	42
neužsiprašyti	V	42
nevibruoti	V	42
Nevinskaitė	Ns	42
niršulys	N	42
nykulys	N	42
Noruišis	Ns	42
nublėsti	V	42
nuobodžiavimas	N	42
nuosrūvis	N	42
nurėplioti	V	42
ofortistas	N	42
oksikodonas	N	42
ordovikas	N	42
Orlavičiūtė	Ns	42
Pabrėžaitė	Ns	42
padalomasis	A	42
Padribonienė	Ns	42
Pakenis	Ns	42
pakratymas	N	42
Pakulienė	Ns	42
Palavenis	Ns	42
paleontologė	N	42
Pališaitienė	Ns	42
panemunietė	N	42
paplokščias	A	42
papurtymas	N	42
paralyžiavimas	N	42
paraminis	A	42
Paramonovas	Ns	42
pasaulėti	V	42
pašelpti	V	42
pasėstas	N	42
pašliaužioti	V	42
paspręsti	V	42
Pauplys	Ns	42
pažuvauti	V	42
pažvelgimas	N	42
peilininkas	N	42
pelagra	N	42
Peleniūtė	Ns	42
pelijimas	N	42
pentatonika	N	42
perdrėksti	V	42
pergąsdinti	V	42
pergirti	V	42
perhalogeninti	V	42
perkoliacija	N	42
Perkumaitė	Ns	42
Perlinas	Ns	42
persiklojimas	N	42
perskubėti	V	42
peršnekėti	V	42
perstūmimas	N	42
pertvirtinti	V	42
Pfaff	Np	42
Piestupys	Ng	42
pildymasis	N	42
pynelė	N	42
pyragiukas	N	42
Pleikienė	Ns	42
plekštelėti	V	42
pliūkštelėti	V	42
plykstelėjimas	N	42
plūdena	N	42
Plūkis	Ns	42
poliariškas	A	42
polistirolinis	A	42
polonizavimas	N	42
porezekcinis	A	42
Pozingienė	Ns	42
Prajara	Ns	42
Praščiūnai	Ng	42
prasigauti	V	42
prasiirti	V	42
prasislapstyti	V	42
Prazauskas	Ns	42
Preidienė	Ns	42
pridaigstyti	V	42
priešopinis	A	42
primityvistinis	A	42
Prišmontaitė	Ns	42
pritrumpinti	V	42
pritvoti	V	42
privartyti	V	42
probstas	N	42
provokatoriškas	A	42
psichostimuliatorius	N	42
pūkšt	O	42
Pupalis	Ns	42
Puronienė	Ns	42
pusmokslis	N	42
Putokšliai	Ng	42
rankovinis	A	42
Rapalavičius	Ns	42
Rašelė	Ng	42
Raškauskaitė	Ns	42
Razienė	Ns	42
refraktorius	N	42
reketininkė	N	42
Rėklaitienė	Ns	42
renomė	N	42
rėžtuvas	N	42
Riabcevas	Ns	42
Ričkienė	Ns	42
Rickuvienė	Ns	42
riestainiukas	N	42
Rossignol	Np	42
Rozalis	Ns	42
Rubinskas	Ns	42
Ruokienė	Ns	42
rusizmas	N	42
sagitalinis	A	42
Sakavičiūtė	Ns	42
šaknynas	N	42
šaltutėlis	A	42
šarovaras	N	42
saviprata	N	42
sceniškumas	N	42
Ščigla	Ns	42
Sedleckas	Ns	42
šefavimas	N	42
seldžiukai	N	42
Selmistraitienė	Ns	42
Šemeškevičius	Ns	42
seniokiškai	R	42
Sennemunė	Ng	42
sensualizmas	N	42
Sereikiai	Ng	42
servisiukas	N	42
seserėlė	N	42
sijotuvas	N	42
Šiladis	Ng	42
Šimanas	Ns	42
Šimulevičius	Ns	42
sinekūra	N	42
šipti	V	42
Šiurkienė	Ns	42
siužetiškumas	N	42
skainioti	V	42
Skaudickas	Ns	42
Skebėra	Ns	42
skiautalūpis	N	42
Skodžius	Ns	42
Skorka	Ns	42
Skovronskienė	Ns	42
Skrabienė	Ns	42
skujinis	A	42
Slabienė	Ns	42
Šlapakiai	Ng	42
Šleiteris	Ns	42
smakriukas	N	42
šmeižėjas	N	42
snaudalė	N	42
šnypštis	V	42
somaliai	N	42
spartietiškai	R	42
spingsoti	V	42
spiramicinas	N	42
Sprindienė	Ns	42
Stanišauskaitė	Ns	42
Staniukėnas	Ns	42
Starkevičienė	Ns	42
Štelemėkas	Ns	42
stompas	N	42
Strockienė	Ns	42
Strūzda	Ng	42
Stunžėnaitė	Ns	42
subambėti	V	42
subarškėti	V	42
Sūduonia	Ng	42
suindeksuoti	V	42
sukniaukti	V	42
sumekenti	V	42
Šumnauskas	Ns	42
sumurti	V	42
sušaržuoti	V	42
susikrapštyti	V	42
susireguliavimas	N	42
suspardymas	N	42
Sustumas	Ns	42
susvyravimas	N	42
sužvingti	V	42
Švėtelė	Ng	42
sviestainis	N	42
švietėjiškumas	N	42
Švipas	Ns	42
Švogžlys	Ns	42
tantrizmas	N	42
tarptautiškas	A	42
teatsiminti	V	42
tebeauginti	V	42
tebegesinti	V	42
tebekaustyti	V	42
tebesirūpinti	V	42
technologiškumas	N	42
Tekutis	Ns	42
tepasistūmėti	V	42
tepridengti	V	42
terbinafinas	N	42
tevartoti	V	42
Tilvikaitė	Ns	42
Tiškevičiūtė	Ns	42
triamcinolonas	N	42
Trilaukys	Ng	42
Triliškės	Ng	42
trisulfidas	N	42
Trybė	Ns	42
uretanas	N	42
Uščinas	Ns	42
Užemeckienė	Ns	42
užprogramavimas	N	42
užsakytinis	A	42
užsitvirtinti	V	42
užuogana	N	42
užvertimas	N	42
vaišingai	R	42
vakarėjimas	N	42
Valkšna	Ng	42
Valučiai	Ng	42
vandentėkmė	N	42
variantiškas	A	42
Varinauskienė	Ns	42
varlynė	N	42
Vasiliauskytė	Ns	42
vatmetras	N	42
vėberiškas	A	42
vėlintis	V	42
ventiliuotis	V	42
Vičkus	Ns	42
vienatipis	A	42
virgininis	N	42
Vištortienė	Ns	42
vyniotuvas	N	42
Vytautava	Ng	42
Žalimaitė	Ns	42
Žalpytė	Ns	42
Zaturskis	Ns	42
Žeimuvėnai	Ng	42
Žibutienė	Ns	42
Zigfrida	Nf	42
žirmūnietis	N	42
Žiuras	Ns	42
Znaidauskas	Ns	42
Znutas	Ns	42
Žulpienė	Ns	42
Žurkus	Ns	42
žvarbiai	R	42
abisinai	N	41
abonentininkas	N	41
aktinolitas	N	41
Algirdė	Nf	41
angiografiškai	R	41
angobas	N	41
antroponimika	N	41
apgaulingumas	N	41
apyretis	A	41
apkirpimas	N	41
apretas	N	41
apsimetėliškas	A	41
apsmilkti	V	41
apsmurgti	V	41
Asalnykštis	Ng	41
Astrovas	Ns	41
atitipenti	V	41
atkartojamumas	N	41
atlaikymas	N	41
atliktinis	A	41
atsiraugėti	V	41
audiomagnetofonas	N	41
Auksorius	Ns	41
aušintis	V	41
Austynas	Ns	41
Avuotinia	Ns	41
Ažukalnis	Ns	41
bakteriurija	N	41
bangolaidis	N	41
banguotumas	N	41
Banikonienė	Ns	41
Baniota	Ns	41
Baranauskis	Ns	41
Barsteigienė	Ns	41
Baumgartenas	Ns	41
Bėkštas	Ns	41
Belopetravičienė	Ns	41
Belousovienė	Ns	41
besitaisyti	V	41
besivelti	V	41
beūsis	A	41
Bezdonė	Ng	41
Bilsinyčia	Ng	41
Byčiūtė	Ns	41
Blauzdienė	Ns	41
blizgintuvas	N	41
blukinimas	N	41
boliusas	N	41
Bonifacė	Nf	41
Braždis	Ns	41
Bražys	Ns	41
Buchaveckas	Ns	41
Budzila	Ns	41
Busilaitė	Ns	41
Buteikienė	Ns	41
celiulioidas	N	41
Černyševskis	Ns	41
chrizotilas	N	41
Cipkus	Ns	41
ciproteronas	N	41
čirik	O	41
čiurkšlinis	A	41
colinis	A	41
Čupkovienė	Ns	41
Dagė	Ng	41
dainiškas	A	41
Damarackas	Ns	41
daugianaris	N	41
dekadentizmas	N	41
dezinsekcinis	A	41
diametralus	A	41
Didžiariekis	Ns	41
diklazurilas	N	41
Dirvonskienė	Ns	41
dispečerizuoti	V	41
drambliukė	N	41
drastiškumas	N	41
Dumbrytė	Ns	41
Dumčienė	Ns	41
Dvorkinienė	Ns	41
dzingtelėti	V	41
Eidintienė	Ns	41
eiliakalys	N	41
ekskavatorinis	A	41
ekumeniškas	A	41
epifitinis	A	41
estinis	A	41
etopozidas	N	41
Euboja	Ng	41
finansuojamumas	N	41
fitopatologija	N	41
fugetė	N	41
Fulda	Np	41
Gabriūnienė	Ns	41
Galgauskienė	Ns	41
galūninis	A	41
Garmuvienė	Ns	41
Gasparavičiūtė	Ns	41
gastrolitai	N	41
gelsvapelekis	A	41
gesintis	V	41
Giedrelis	Nf	41
Giedrikaitė	Ns	41
Giedrutis	Nf	41
Girinskienė	Ns	41
Girkontaitė	Ns	41
grafuoti	V	41
Grigucevičius	Ns	41
grikiena	N	41
Grišmanauskas	Ns	41
Gruzinskienė	Ns	41
gudreiva	N	41
Guntulis	Ns	41
hemochromatozė	N	41
hermafroditė	N	41
hermafroditizmas	N	41
higroskopiškas	A	41
hipopituitarizmas	N	41
hipoproteinemija	N	41
įaistrinti	V	41
įbyrėti	V	41
ichtiozauras	N	41
įeitis	N	41
Ilekis	Ns	41
Ilonis	Ns	41
imperatyvumas	N	41
imperininkas	N	41
impilinis	A	41
indoktrinavimas	N	41
induočiai	N	41
interferuoti	V	41
išasfaltavimas	N	41
išdraugauti	V	41
išginimas	N	41
išgrandyti	V	41
įsiverkti	V	41
išlaidžiai	R	41
išmuiluoti	V	41
išmuitinti	V	41
iššaudymas	N	41
išsipirkinėti	V	41
išsisluoksniavimas	N	41
išsitėkšti	V	41
ištisumas	N	41
ištrėkšti	V	41
išverstakė	N	41
Jacinienė	Ns	41
Jakovlevienė	Ns	41
Jansonienė	Ns	41
Jarulytė	Ns	41
Jašauskas	Ns	41
Jermakas	Ns	41
Jucytė	Ns	41
Jundienė	Ns	41
junginėjimas	N	41
Juozokas	Ns	41
Jurgauskas	Ns	41
Jurgulis	Ns	41
kabinėtojas	N	41
kačerginietis	N	41
Kajackienė	Ns	41
Kaladinskas	Ns	41
Kalasauskienė	Ns	41
kalinga	A	41
kardininkas	N	41
kardioverteris	N	41
Karečkienė	Ns	41
Karlstadas	Ng	41
Karžinauskaitė	Ns	41
Kasparevičienė	Ns	41
katachrezė	N	41
Katelienė	Ns	41
kateterinis	A	41
Kaučikaitė	Ns	41
kaupinimas	N	41
Kernys	Ng	41
kiemsargiukas	N	41
Kietienė	Ns	41
Kilinskienė	Ns	41
kirmėliukas	N	41
Kiškūnas	Ns	41
Kiudelienė	Ns	41
Klepačius	Ns	41
Klimanskis	Ns	41
kliovimasis	N	41
Kliucevičiūtė	Ns	41
Kliukevičiūtė	Ns	41
klizmutė	N	41
klykt	O	41
kokčiai	R	41
komplikuotai	R	41
konkurentingumas	N	41
kontingentiškas	A	41
korsetinis	A	41
Kostukas	Nf	41
krantosauga	N	41
Kraptavičius	Ns	41
kreiduotas	A	41
Kričenaitė	Ns	41
Kriovė	Ns	41
kriukt	O	41
Kubys	Ns	41
Kučkuriškės	Ng	41
Kudabaitė	Ns	41
kūjelis	N	41
kulkšnelė	N	41
kultūriškas	A	41
Kumpuoliai	Ng	41
Kunigėnas	Ns	41
Kunskienė	Ns	41
kurortologinis	A	41
kuršė	N	41
kvailionė	N	41
Lalandas	Ns	41
Lapšinskas	Ns	41
lažinimasis	N	41
ledelis	N	41
lenkėjimas	N	41
Leščiuvienė	Ns	41
Levišauskas	Ns	41
Liaudinskienė	Ns	41
Liauzginienė	Ns	41
Lingaitytė	Ns	41
linijiškai	R	41
linotipas	N	41
Liupševičius	Ns	41
Lynelis	Ng	41
lytiškas	A	41
LMSSC	Y	41
lobektomija	N	41
LUD	Y	41
Mačinskienė	Ns	41
Magasas	Ng	41
Makutėnienė	Ns	41
Malinovskienė	Ns	41
Marčiulynaitė	Ns	41
Margytė	Ns	41
Markvaldienė	Ns	41
Matukonytė	Ns	41
maukšlintis	V	41
Medeišis	Ns	41
Medekšiai	Ng	41
Meironiškiai	Ng	41
Melinauskaitė	Ns	41
menopauzinis	A	41
metagalaktika	N	41
mezginiuotas	A	41
Mielius	Ns	41
Mikailiškės	Ng	41
Mikalkėnienė	Ns	41
Miknytė	Ns	41
Milvydžiai	Ng	41
minkštakūniškumas	N	41
mišrumas	N	41
monoetileteris	N	41
monokristalinis	A	41
Motekaitis	Ns	41
Muliuolienė	Ns	41
Murma	Ns	41
mutagenezė	N	41
mutageniškas	A	41
Narščius	Ns	41
Narutavičienė	Ns	41
Naudžiūnaitė	Ns	41
naujybė	N	41
neadaptyvus	A	41
neatgaminti	V	41
neatsiklaupti	V	41
nebeįskaityti	V	41
nebekonkurencingas	A	41
nebelinksmas	A	41
nebepragyventi	V	41
nebešokinėti	V	41
nebeteigti	V	41
nebeteisti	V	41
nebetobulėti	V	41
Nečejauskas	Ns	41
nedetalus	A	41
nedokumentinis	A	41
Nedzelskienė	Ns	41
neeksproprijuoti	V	41
neevoliucionuoti	V	41
nefazodonas	N	41
negausinti	V	41
neinkriminuoti	V	41
neinstaliuoti	V	41
Neisė	Ng	41
neišsiauklėti	V	41
neištęsti	V	41
neištįsti	V	41
neišvešėti	V	41
neišžudyti	V	41
nekarbonizuoti	V	41
nekompleksiškai	R	41
nenudėti	V	41
nenurėžti	V	41
nenuspalvinti	V	41
neomarksistinis	A	41
neotomizmas	N	41
nepadiktuoti	V	41
nepalakstyti	V	41
nepalietiškas	A	41
nepargriauti	V	41
nepartiškumas	N	41
nepasiskirstyti	V	41
nepastipti	V	41
nepašventinti	V	41
nepaūmėti	V	41
neperkvalifikuoti	V	41
nepersidengti	V	41
nepersisotinti	V	41
nepramoginis	A	41
neprapūsti	V	41
nepriešgyniauti	V	41
neprimokyti	V	41
neprinešti	V	41
nepristoti	V	41
neregystė	N	41
nesiplėšti	V	41
nesisiųsti	V	41
nesitobulinti	V	41
nesiūtinis	A	41
neskalambyti	V	41
neskausti	V	41
nestačiai	R	41
nesuiminėti	V	41
nesusargdinti	V	41
nesusibraižyti	V	41
nesušlapinti	V	41
netrapus	A	41
netrinktelėti	V	41
neužsikurti	V	41
neužsiteršti	V	41
nirtulingai	R	41
niukinti	V	41
nukarstyti	V	41
nusifantazuoti	V	41
nusikarpyti	V	41
nuskutimas	N	41
Okinčic	Ns	41
Ostermejeris	Ns	41
Paantvardys	Ng	41
paauksinti	V	41
paikioti	V	41
paknisti	V	41
Pakštytė	Ns	41
Palaukinis	Ng	41
Palepšienė	Ns	41
Pališkienė	Ns	41
Pamakštys	Ns	41
papaverinas	N	41
paplaukiojimas	N	41
paptelti	V	41
papudravimas	N	41
paraformaldehidas	N	41
paratuberkuliozė	N	41
parketininkas	N	41
parūgštėti	V	41
pasalūnė	N	41
pašėliškai	R	41
pasičiupinėti	V	41
pasitrainioti	V	41
pasvėrimas	N	41
patėkšti	V	41
patelkimas	N	41
patiesimas	N	41
Pavirčiuvė	Ng	41
pažiaunė	N	41
Pazikas	Ns	41
pereiginis	A	41
pėrimas	N	41
peršaukti	V	41
persilaužymas	N	41
peršildyti	V	41
persižiūrėti	V	41
perspaudimas	N	41
Peštenis	Ns	41
Petniūnienė	Ns	41
pikliuoti	V	41
Pilotiškės	Ng	41
pinigauti	V	41
